CountryName,CountryCode,SeriesName,Series Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
China,CHN,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,9.802608454,8.095886013,6.240313569,7.394721315,7.462441279,8.833830492,10.81933545,10.02957601,9.495828143,11.3585694,13.40702411,13.82127977,5.323355814,13.09933596,8.225597306,4.996744034,9.868020652,5.784182188,7.162076725,7.449850525,7.475588049,4.782925087,..,..
China,CHN,Adjusted net national income per capita (constant 2010 US$),NY.ADJ.NNTY.PC.KD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,882.7430765,969.2749239,1047.746317,1113.128973,1195.441758,1284.650897,1398.13478,1549.403672,1704.802291,1866.687386,2078.716369,2357.410373,2683.234656,2826.072785,3196.269553,3459.181815,3632.028276,3990.437577,4221.251756,4523.581046,4860.581072,5223.93809,5473.795135,..,..
China,CHN,Adjusted net national income per capita (current US$),NY.ADJ.NNTY.PC.CD,..,..,..,..,..,..,..,..,..,..,104.6515664,109.4801811,121.615006,144.5079767,143.1927204,156.4371832,143.2360449,159.78238,133.5782794,148.347446,153.9106374,155.781045,164.8301577,188.6706222,213.0104727,250.8369333,245.6120759,217.6104196,248.1422108,269.2445468,271.5131698,290.3096755,322.3554911,328.7566888,411.9795057,521.1890135,602.3604901,665.5869951,696.37641,732.9457753,796.5318846,867.4952478,957.9765178,1070.107746,1229.487155,1408.843621,1678.538606,2131.699665,2652.383066,3012.455861,3459.181815,4124.14412,4770.882242,5262.94989,5754.297064,6091.615435,6163.984514,6567.928606,..,..
China,CHN,"Adjusted net savings, excluding particulate emission damage (% of GNI)",NY.ADJ.SVNX.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,12.6367958,13.90245172,16.87013706,17.80062709,19.39366355,19.55814483,21.54681399,18.39411148,17.76268787,21.11240639,24.0147985,23.94204342,25.00387145,23.55185787,22.36793848,23.82482742,22.44442688,19.63435772,17.66573861,19.31250207,20.93061243,23.59770156,24.74358913,24.5160216,25.79276716,27.38896909,25.90122796,27.80612956,26.94860057,23.10299876,23.91330008,22.77737733,22.74857138,21.962539,20.34832788,20.40481883,..,..
China,CHN,"Adjusted net savings, excluding particulate emission damage (current US$)",NY.ADJ.SVNX.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,25905431394,32253687993,44031057725,55181943985,58374927284,53393735395,67226059656,64011507957,64300930094,81071640553,1.03E+11,1.06E+11,1.41E+11,1.70E+11,1.90E+11,2.27E+11,2.27E+11,2.12E+11,2.12E+11,2.55E+11,3.06E+11,3.89E+11,4.83E+11,5.57E+11,7.09E+11,9.75E+11,1.20E+12,1.42E+12,1.64E+12,1.73E+12,2.04E+12,2.17E+12,2.39E+12,2.42E+12,2.28E+12,2.49E+12,..,..
China,CHN,"Adjusted net savings, including particulate emission damage (% of GNI)",NY.ADJ.SVNG.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,16.74380761,20.1596436,23.1598338,23.17909562,24.31801696,22.88271169,21.71961875,23.20155953,21.83899553,19.06046317,17.13505103,18.82557917,20.48752916,23.19383328,24.36615981,24.16574844,25.47666155,27.1000079,25.62168099,27.52720297,26.67490361,22.82862638,23.64058872,22.49637092,22.46532598,21.66839585,20.06175415,20.12598457,..,..
China,CHN,"Adjusted net savings, including particulate emission damage (current US$)",NY.ADJ.SVNG.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,60612583543,77413031426,98892490324,1.03E+11,1.37E+11,1.65E+11,1.85E+11,2.21E+11,2.21E+11,2.06E+11,2.06E+11,2.48E+11,2.99E+11,3.83E+11,4.75E+11,5.49E+11,7.01E+11,9.65E+11,1.19E+12,1.40E+12,1.62E+12,1.71E+12,2.02E+12,2.14E+12,2.36E+12,2.38E+12,2.25E+12,2.46E+12,..,..
China,CHN,Adjusted savings: carbon dioxide damage (% of GNI),NY.ADJ.DCO2.GN.ZS,..,..,..,..,..,..,..,..,..,..,1.382598527,1.573629029,1.56717493,1.456473045,1.609948114,1.855443213,2.230864623,2.351753286,3.375591149,3.23111983,3.320487885,3.60681744,4.103229105,4.105886114,4.234209223,4.105711723,4.670956522,5.813764024,5.809885907,5.674397779,5.90682801,6.216108605,6.181800207,6.706612518,5.92785043,5.251487755,4.87894926,4.575103647,4.296631162,4.209978002,4.102344846,4.017182097,4.187684385,4.599984505,4.764747505,4.883564553,4.746239491,4.157632382,3.609992139,3.598811417,3.463554459,3.265479056,3.099261867,2.977186387,2.854903434,2.945142054,3.120865956,3.153569528,..,..
China,CHN,Adjusted savings: carbon dioxide damage (current US$),NY.ADJ.DCO2.CD,..,..,..,..,..,..,..,..,..,..,1280327347,1570496857,1786579420,2024497532,2318325284,3024372438,3435531520,4115568251,5063386724,5751393298,6342131860,7069362182,8411619665,9525655784,11051286072,12727706341,14059579130,15871575786,18126844030,19746904273,21382717396,23869857044,26396286884,29777359582,33373797919,37968256466,41519858206,43509235687,43395974736,45467762417,49228138153,53026803682,61140192018,75899744337,92912576352,1.11E+11,1.31E+11,1.48E+11,1.67E+11,1.84E+11,2.10E+11,2.45E+11,2.65E+11,2.84E+11,3.00E+11,3.24E+11,3.50E+11,3.85E+11,..,..
China,CHN,Adjusted savings: consumption of fixed capital (% of GNI),NY.ADJ.DKAP.GN.ZS,..,..,..,..,..,..,..,..,..,..,7.406332206,7.578584453,7.836489586,7.920116581,8.153644018,8.358586295,8.756901632,8.915509389,8.821455901,9.099006235,9.385600827,9.675331762,9.674232225,9.698438616,9.37259392,9.31793287,9.997843602,9.947753396,8.976239759,9.403165141,9.785325431,9.965745821,9.422593954,10.50451481,11.12573836,11.51511922,12.18676292,12.60359526,13.68810652,14.02561978,14.42453713,14.81943473,14.75013261,15.09013465,15.35838798,15.79116694,16.29714094,17.03655156,18.24664717,18.94817478,19.74242403,20.90797308,22.02681861,23.12013368,23.721533,23.23016237,23.37940316,24.46613738,..,..
China,CHN,Adjusted savings: consumption of fixed capital (current US$),NY.ADJ.DKAP.CD,..,..,..,..,..,..,..,..,..,..,6858483845,7563499936,8933598128,11008962047,11741247386,13624495661,13485628513,15602141431,13232183851,16196231098,17926497580,18963650253,19832176061,22500377590,24462470131,28885591897,30093509243,27157366771,28005868049,32723014690,35422878062,38268463951,40234476183,46640045735,62637906968,83254311925,1.04E+11,1.20E+11,1.38E+11,1.51E+11,1.73E+11,1.96E+11,2.15E+11,2.49E+11,2.99E+11,3.58E+11,4.48E+11,6.07E+11,8.45E+11,9.66E+11,1.20E+12,1.57E+12,1.88E+12,2.20E+12,2.49E+12,2.56E+12,2.62E+12,2.98E+12,..,..
China,CHN,Adjusted savings: education expenditure (% of GNI),NY.ADJ.AEDU.GN.ZS,..,..,..,..,..,..,..,..,..,..,1.6102769,1.4,1.5,1.5,1.6,1.6,1.7,1.7,1.8,1.9,1.7,1.7,1.8,1.8,1.7,1.7,1.8,1.6,1.6,1.6,1.7861795,1.7861795,1.5,1.5,1.8,1.7,1.7,2.0359013,2.0030148,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,1.79,..,..
China,CHN,Adjusted savings: education expenditure (current US$),NY.ADJ.AEDU.CD,..,..,..,..,..,..,..,..,..,..,1491164290,1397213421,1710000000,2085000000,2304000000,2608000000,2618000000,2975000000,2700000000,3382000000,3247000000,3332000000,3690000000,4176000000,4437000000,5270000000,5418000000,4368000000,4992000000,5568000000,6465969790,6858929280,6405000000,6660000000,10134000000,12291000000,14467000000,19361421363,20230449480,19332000000,21480000000,23628000000,26134000000,29535000000,34905000000,40633000000,49225000000,63724000000,82877000000,91290000000,1.09E+11,1.34E+11,1.53E+11,1.71E+11,1.88E+11,1.97E+11,2.00E+11,2.18E+11,..,..
China,CHN,Adjusted savings: energy depletion (% of GNI),NY.ADJ.DNGY.GN.ZS,..,..,..,..,..,..,..,..,..,..,0.009469825,0.079064687,0.14000973,0.274562451,2.128746701,3.599870925,4.518995051,4.77643766,5.895891726,9.942461366,11.32174722,11.00582258,8.975976537,6.833212735,5.831678637,5.496093908,2.834319364,3.435601805,2.746766994,3.773516206,4.827811916,2.848827951,2.492499821,2.15271751,1.528903724,1.502042091,1.557567457,1.255541037,0.649881918,0.947502634,1.734145796,1.566165713,1.19197193,1.276207424,2.761880762,2.879039188,2.798004871,2.557389536,4.196619158,1.612739813,2.322365266,3.059495703,1.929732915,1.428311744,1.142067049,0.556243883,0.460822025,0.589350456,..,..
China,CHN,Adjusted savings: energy depletion (current US$),NY.ADJ.DNGY.CD,..,..,..,..,..,..,..,..,..,..,8769339.729,78907315.87,159611092.5,381641806.6,3065395250,5867789608,6959252378,8358765906,8843837589,17697581231,21624537193,21571412248,18400751901,15853053546,15220681242,17037891116,8531301285,9379192928,8569913021,13131836397,17476679138,10939499331,10642974238,9558065746,8607727966,10859764318,13254899057,11940195259,6563807368,10233028450,20809749556,20673387415,17402790175,21057422503,53856674861,65354189561,76945133958,91043067467,1.94E+11,82249730480,1.41E+11,2.29E+11,1.65E+11,1.36E+11,1.20E+11,61186827172,51612066779,71900755648,..,..
China,CHN,Adjusted savings: gross savings (% of GNI),NY.ADJ.ICTR.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,33.78163788,33.0513523,34.75625247,35.21451323,35.28997765,37.29817132,38.03585117,35.91887645,36.65434665,38.47510063,40.63740969,41.84521708,41.82396837,40.22510602,39.37553299,40.2531627,39.02694502,37.09903433,36.25946531,37.91530673,39.41469009,42.83865567,45.98362045,46.50927778,48.64109274,50.74400344,51.95418717,51.05702143,52.282974,50.60613556,49.75184332,49.04005708,49.09610644,47.11130399,45.95589842,47.12544206,..,..
China,CHN,Adjusted savings: mineral depletion (% of GNI),NY.ADJ.DMIN.GN.ZS,..,..,..,..,..,..,..,..,..,..,0.10558372,0.074371709,0.062286958,0.116569189,0.187355259,0.091694643,0.160701726,0.166632774,0.134068684,0.200433004,0.223277993,0.32474164,0.250941505,0.24915279,0.177113127,0.140924729,0.119163807,0.207373304,0.661318989,0.274349621,0.243857763,0.184757396,0.137722037,0.08600364,0.131930886,0.128455728,0.074234283,0.050230366,0.032879215,0.009578901,0.029900292,0.029260844,0.044667147,0.074456708,0.161394619,0.416242961,0.883120261,1.492154057,1.671366699,0.804536591,1.70185304,2.120720068,0.586694493,0.490138818,0.370544183,0.277730871,0.284152406,0.307271345,..,..
China,CHN,Adjusted savings: mineral depletion (current US$),NY.ADJ.DMIN.CD,..,..,..,..,..,..,..,..,..,..,97773664.38,74223678.07,71007132.19,162031173.1,269791573.6,149462267.8,247480658.2,291607354.9,201103025.6,356770747.1,426460967.4,636493615.4,514430086.1,578034473.9,462265261.6,436866661.2,358683058.4,566129119.3,2063315245,954736682.5,882765100.6,709468400.5,588073099,381856160.7,742770887.1,928734911.5,631733751.1,477690777.3,332080073.1,103452130.9,358803500.4,386243139.3,652140344.4,1228535686,3147195079,9448715215,24285807171,53120684415,77384278171,41031366123,1.03E+11,1.59E+11,50103709725,46710229315,38907139236,30550395758,31825069500,37487104097,..,..
China,CHN,Adjusted savings: natural resources depletion (% of GNI),NY.ADJ.DRES.GN.ZS,..,..,..,..,..,..,..,..,..,..,0.115053545,0.153436396,0.202296688,0.39113164,2.316101961,3.691565568,4.679696777,4.943070435,6.02996041,10.14289437,11.54502521,11.33056422,9.226918042,7.082365526,6.008791764,5.637018638,2.95348317,3.642975109,3.408085983,4.047865828,5.071669679,3.033585347,2.630221859,2.23872115,1.66083461,1.630497819,1.63180174,1.305771402,0.682761133,0.957081535,1.764046088,1.595426557,1.236639077,1.350664133,2.923275382,3.295282149,3.681125132,4.049543592,5.867985857,2.417276404,4.024218306,5.180215771,2.516427408,1.918450561,1.512611232,0.833974754,0.744974431,0.896621801,..,..
China,CHN,Adjusted savings: net forest depletion (% of GNI),NY.ADJ.DFOR.GN.ZS,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..
China,CHN,Adjusted savings: net forest depletion (current US$),NY.ADJ.DFOR.CD,..,..,..,..,..,..,..,..,..,..,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,..,..
China,CHN,Adjusted savings: net national savings (% of GNI),NY.ADJ.NNAT.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,24.16694295,23.29070336,25.41313805,25.84335745,25.21810324,27.41488397,29.16478588,26.51637509,26.95500606,28.57592085,31.32682057,31.38737709,30.79255649,28.73384344,27.17868948,27.66980117,25.42080437,23.01141726,21.74212954,23.13511072,24.56493589,27.7583502,30.64161202,30.9048683,32.43013178,33.80614507,33.58920596,32.03221738,32.64637333,29.75869358,27.73898935,25.88301427,25.32608605,23.95165581,22.42416827,22.66501016,..,..
China,CHN,Adjusted savings: net national savings (current US$),NY.ADJ.NNAT.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,49542233046,54034431797,66328290301,80114408103,75906490757,74842633229,90994131951,92276985310,97577121938,1.10E+11,1.34E+11,1.39E+11,1.73E+11,2.08E+11,2.31E+11,2.63E+11,2.57E+11,2.49E+11,2.61E+11,3.05E+11,3.59E+11,4.58E+11,5.98E+11,7.02E+11,8.92E+11,1.20E+12,1.56E+12,1.63E+12,1.98E+12,2.23E+12,2.37E+12,2.47E+12,2.66E+12,2.63E+12,2.51E+12,2.77E+12,..,..
China,CHN,Adjusted savings: particulate emission damage (% of GNI),NY.ADJ.DPEM.GN.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,1.018880263,0.952762793,0.854964701,0.762947799,0.685854491,0.669146179,0.648319731,0.623267883,0.605431353,0.573894554,0.530687579,0.486922897,0.443083264,0.403868275,0.37742932,0.35027316,0.316105608,0.288961195,0.279546975,0.278926585,0.273696954,0.274372376,0.272711362,0.281006402,0.283245406,0.294143147,0.286573734,0.278834267,..,..
China,CHN,Adjusted savings: particulate emission damage (current US$),NY.ADJ.DPEM.CD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,3688346551,3658609127,3650699273,3387488226,3861360787,4837926877,5517200915,5927277569,6114856662,6198061187,6368250946,6427382237,6469015651,6663826535,7359871743,7951200722,8692904212,10287018547,12943024951,14225255856,16613405095,20577928235,23289550356,26779910130,29740767663,32355746170,32096258183,34017780549,..,..
China,CHN,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,68.0544,66.6162,65.178,62.4794,59.7808,57.0822,54.3836,51.685,47.3522,43.0194,38.6866,34.3538,30.021,27.4542,24.8874,22.3206,19.7538,17.187,17.4096,17.6322,17.8548,18.0774,18.3,19.9864,21.6728,23.3592,25.0456,26.732,24.5392,22.3464,20.1536,17.9608,15.768,14.9452,14.1224,13.2996,12.4768,11.654,11.073,10.492,9.911,9.33,8.749,8.4572,8.1654,7.8736,7.5818,7.29,7.3074,7.3248,7.3422,7.3596,7.377,7.4286,7.4802,7.5318,7.5834,7.635,..,..
China,CHN,Adolescents out of school (% of lower secondary school age),SE.SEC.UNER.LO.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,"Adolescents out of school, female (% of female lower secondary school age)",SE.SEC.UNER.LO.FE.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,"Adolescents out of school, male (% of male lower secondary school age)",SE.SEC.UNER.LO.MA.ZS,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
China,CHN,Adults (ages 15+) and children (ages 0-14) newly infected with HIV,SH.HIV.INCD.TL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
